TargetGene	Cell	log2FC.D14	RRA.padj.
MRPS28	HEK293FT	-0.110950251009131	0.388338361601026
TCF25	HEK293FT	-0.0854581228363934	0.388933663087404
CHERP	HEK293FT	-0.187830363943441	0.393493678986715
ZNF655	HEK293FT	-0.0424201735440548	0.394581303708739
ALG5	HEK293FT	-0.12889324407816	0.395527492226676
NMD3	HEK293FT	-0.204507694042617	0.395917075410462
SGPL1	HEK293FT	-0.0786492763225153	0.395917075410462
ATP6V1D	HEK293FT	-0.117625235769734	0.39808455532935
PPAT	HEK293FT	-0.0855886908146198	0.39808455532935
RNF20	HEK293FT	-0.0986308612648182	0.39808455532935
TUBGCP2	HEK293FT	-0.221619579250176	0.39808455532935
TSC22D4	HEK293FT	-0.0890997286313852	0.399881177176005
COX6C	HEK293FT	-0.168730623010808	0.400435634111617
HNRNPA3	HEK293FT	-0.189209851893906	0.400435634111617
AP2S1	HEK293FT	-0.0891731549707126	0.401587042510356
GLMN	HEK293FT	-0.142665253937125	0.402033151878022
CPEB1	HEK293FT	-0.0960768209770213	0.402223223849125
DLD	HEK293FT	-0.179018877555554	0.402590754150108
LTA4H	HEK293FT	-0.120265584172984	0.405489582882081
BBX	HEK293FT	-0.19179239760029	0.4059988775205
FAM210A	HEK293FT	-0.0908732462894508	0.407104642074083
RBM12B	HEK293FT	-0.0803900340211928	0.410031260280876
GFM1	HEK293FT	-0.157494246957198	0.41027684205719
PSME1	HEK293FT	-0.0888328252819825	0.410598647712397
PURB	HEK293FT	-0.127091764365394	0.411590175370654
TRIM28	HEK293FT	-0.201224848184711	0.413421575185272
CIZ1	HEK293FT	-0.160307450212073	0.415777072874898
ID4	HEK293FT	-0.117659152803322	0.41633672631634
MRPL19	HEK293FT	-0.128649277388273	0.41633672631634
GTF3C1	HEK293FT	-0.124923392613923	0.418742918539004
CCDC167	HEK293FT	-0.108440300542117	0.419305454473174
ETV2	HEK293FT	-0.0559650401026708	0.41932128465728
EGFR	HEK293FT	-0.117710060198202	0.422038069847487
PIK3CA	HEK293FT	-0.117675974717301	0.422038069847487
HOXA5	HEK293FT	-0.0613650833880484	0.423995565302462
TBP	HEK293FT	-0.0699067721497016	0.428011481452214
YARS2	HEK293FT	-0.135387794418635	0.428310605217446
SRA1	HEK293FT	-0.0696047651711051	0.428714453417596
ZNF277	HEK293FT	-0.0487025706668719	0.430160954455698
TRIM23	HEK293FT	-0.0876749862701451	0.430409279080356
POP5	HEK293FT	-0.267452731634784	0.431002197457175
PTMS	HEK293FT	-0.0735657622133941	0.431002197457175
NLE1	HEK293FT	-0.151372796308303	0.431852938349897
SDHC	HEK293FT	-0.100560407082953	0.433816614427926
COX6B1	HEK293FT	-0.0594058323111024	0.434672145018351
TIMM22	HEK293FT	-0.0704002763605033	0.435529158634329
PMM2	HEK293FT	-0.0730412247037419	0.438629130137992
SCFD1	HEK293FT	-0.258590454544552	0.438796413998669
PRR13	HEK293FT	-0.127359450944167	0.439232295429014
FTSJ1	HEK293FT	-0.0645008131655772	0.439836548016444
PDHX	HEK293FT	-0.107383163173894	0.439836548016444
ZNF770	HEK293FT	-0.0723995277943038	0.440702505373022
TFDP2	HEK293FT	-0.0638870571750759	0.443833691888944
LRRC47	HEK293FT	-0.0874165419704979	0.447861935963851
MLST8	HEK293FT	-0.139311988269698	0.447861935963851
CHPF	HEK293FT	-0.078827072175788	0.448741390631265
MDM4	HEK293FT	-0.0829612232506769	0.450239383818458
MIPEP	HEK293FT	-0.139157927189145	0.450239383818458
OSBPL11	HEK293FT	-0.173308863128667	0.450239383818458
SLC22A4	HEK293FT	-0.0555553324953081	0.454584872568826
CPSF7	HEK293FT	-0.152874605314266	0.455014457166969
ISL2	HEK293FT	-0.113399579740166	0.456368122221312
DVL2	HEK293FT	-0.0632292054194545	0.456993388828404
TRAPPC1	HEK293FT	-0.0933472929751626	0.456993388828404
MRPS23	HEK293FT	-0.138793681006142	0.457262168069971
SACM1L	HEK293FT	-0.11724574363544	0.458785126574921
ANGEL1	HEK293FT	-0.0997248005543351	0.462025638514478
PPIL2	HEK293FT	-0.189503620005862	0.463128866886362
RAB1A	HEK293FT	-0.0845010400417966	0.464917283144038
ACIN1	HEK293FT	-0.164024920772159	0.467162257153279
NSMCE2	HEK293FT	-0.0970958179694075	0.467877139716678
PDCL3	HEK293FT	-0.0938274406470016	0.467877139716678
PABPN1	HEK293FT	-0.0646979293359503	0.468383265478149
TFEB	HEK293FT	-0.0582766458454667	0.468383265478149
ENSA	HEK293FT	-0.107375396169671	0.471406279951737
ZNF396	HEK293FT	-0.104797949081408	0.471406279951737
AURKA	HEK293FT	-0.232596881175119	0.477596142801436
TBX3	HEK293FT	-0.0998834460626888	0.479268818899732
AIMP2	HEK293FT	-0.07143906094073	0.480201360262528
FMR1	HEK293FT	-0.0614575182142417	0.482351827356567
NFYC	HEK293FT	-0.120695546917286	0.483289539475306
SP7	HEK293FT	-0.070983840912812	0.485451845434755
TLK2	HEK293FT	-0.171367323767763	0.486603546395199
ALG11	HEK293FT	-0.16970593743357	0.489233134134684
FAM168B	HEK293FT	-0.0689188349800052	0.489233134134684
RPL10L	HEK293FT	-0.164866191774926	0.489233134134684
SLC2A1	HEK293FT	-0.128384117937786	0.489398865129172
CNOT6L	HEK293FT	-0.121706141192713	0.489898490590884
NDUFC1	HEK293FT	-0.121566085611291	0.492086057203087
NFATC2IP	HEK293FT	-0.0745538796929355	0.492470285003396
TIGD6	HEK293FT	-0.173636921001318	0.492470285003396
ZBTB7A	HEK293FT	-0.0366583101117804	0.492470285003396
PDS5B	HEK293FT	-0.101708134813378	0.492937696569268
GAR1	HEK293FT	-0.159280887295836	0.493762771614726
ERGIC3	HEK293FT	-0.085497179701806	0.494096768935526
ERI3	HEK293FT	-0.142480307561651	0.494714998299104
MTF1	HEK293FT	-0.0982527784802924	0.494769368092445
CCDC71	HEK293FT	-0.112101755209846	0.496975462624652
ZCCHC11	HEK293FT	-0.204845551097312	0.499742658792984
GLA	HEK293FT	-0.20837342108907	0.501228830103686
TCFL5	HEK293FT	-0.0864497636686937	0.501228830103686
APLP2	HEK293FT	-0.146856549354635	0.501984254078079
ROMO1	HEK293FT	-0.0511138781819209	0.501984254078079
MRPL50	HEK293FT	-0.102477028315373	0.505303576060884
ZNF518B	HEK293FT	-0.0639515096069568	0.506280361396394
ZNF692	HEK293FT	-0.0959504278234646	0.508530327947729
HM13	HEK293FT	-0.116512693869005	0.51156267145058
EGR1	HEK293FT	-0.144315988592988	0.51562688720965
ZSCAN5A	HEK293FT	-0.0922189072291915	0.51913652998839
TMEM59	HEK293FT	-0.0634626798160785	0.520206638417259
GSPT1	HEK293FT	-0.1512986428374	0.520405271720636
E2F1	HEK293FT	-0.075022226109027	0.523215697031508
NFIL3	HEK293FT	-0.0804521701041957	0.523215697031508
GPKOW	HEK293FT	-0.0720269858650894	0.526840757057774
RRAGA	HEK293FT	-0.0678201065520355	0.529168808965827
WDHD1	HEK293FT	-0.0899695496679262	0.529707864307057
PHF12	HEK293FT	-0.101114927644872	0.533331082907929
TLR7	HEK293FT	-0.119009717307916	0.533547366527731
IRX2	HEK293FT	-0.122620200318181	0.534570792162447
PPIL4	HEK293FT	-0.0829511454154498	0.535595940872747
ZNF134	HEK293FT	-0.119395008856455	0.536315604130449
AMZ2	HEK293FT	-0.105546956390737	0.536317915776146
IGF2BP2	HEK293FT	-0.111909916471578	0.537109974366274
NDUFS2	HEK293FT	-0.0937894232138872	0.539407681639376
TIPIN	HEK293FT	-0.17739394445343	0.539407681639376
TLR8	HEK293FT	-0.089428427542221	0.545826922956738
ZBTB12	HEK293FT	-0.0932327317088063	0.546870684257709
ZBTB10	HEK293FT	-0.0422465197553879	0.549274315709798
HNRNPA1	HEK293FT	-0.19870989242061	0.551991647058471
TBCA	HEK293FT	-0.093873302770665	0.551991647058471
CNOT3	HEK293FT	-0.133295692094449	0.553361691202933
SMARCC2	HEK293FT	-0.0486612921920785	0.553482649586762
DUS1L	HEK293FT	-0.177111361215065	0.553616021471465
GRB2	HEK293FT	-0.154638823816773	0.553616021471465
POU6F2	HEK293FT	-0.0775761163781029	0.553913606924553
SCAPER	HEK293FT	-0.0519851689764271	0.554971031063729
DCP1A	HEK293FT	-0.100547550052348	0.555557994326606
C9orf114	HEK293FT	-0.117532938809516	0.556687750730259
FAF2	HEK293FT	-0.131544035120778	0.557840017414229
RBM18	HEK293FT	-0.0692304630315759	0.557840017414229
MKRN2	HEK293FT	-0.0206962481029636	0.558590127747915
MRPL49	HEK293FT	-0.116397409023358	0.558590127747915
MEIS1	HEK293FT	-0.0890753836896428	0.559458665928617
RPAIN	HEK293FT	-0.104301230155444	0.56072282981019
HJURP	HEK293FT	-0.239099073460187	0.564567845935956
IRF4	HEK293FT	-0.104426563580687	0.565326206462061
ZFP91	HEK293FT	-0.073422529451165	0.565326206462061
COPE	HEK293FT	-0.142643175106231	0.567764850897481
SMAD7	HEK293FT	-0.098193652066141	0.567764850897481
VPS29	HEK293FT	-0.202152886053581	0.568283775006434
SDHA	HEK293FT	-0.0386605261152618	0.569643477408262
IDH3A	HEK293FT	-0.109866781670429	0.570727303215499
C3orf38	HEK293FT	-0.0899360545198713	0.571812937324009
EXOSC4	HEK293FT	-0.161735217037213	0.574309947333026
ATF2	HEK293FT	-0.103261980566229	0.57468456221822
TUBE1	HEK293FT	-0.0832432792397757	0.575080714887112
CXorf56	HEK293FT	-0.0545554345149707	0.5761736076451
UCHL3	HEK293FT	-0.0823075409832909	0.581533175345863
XRN1	HEK293FT	-0.0871552859136175	0.58209459245427
RAC3	HEK293FT	-0.0533905157678004	0.582312452003376
CCDC64B	HEK293FT	-0.103254774927481	0.584199184238953
NDUFS8	HEK293FT	-0.0777453573799896	0.584199184238953
TCEAL8	HEK293FT	-0.062628282947575	0.584199184238953
ZFP36	HEK293FT	-0.0676860559844204	0.585307151736186
CDIPT	HEK293FT	-0.0718325689321583	0.586416961340041
DUS3L	HEK293FT	-0.0330448842294316	0.588968415480973
GEMIN6	HEK293FT	-0.0829364813497772	0.590084204043895
RPRD1B	HEK293FT	-0.0737194243193307	0.591201845591898
RRP7A	HEK293FT	-0.0462058250522649	0.593771111239583
EDC3	HEK293FT	-0.122336334221394	0.595300152990689
IRF3	HEK293FT	-0.0388984905380833	0.598938372750028
COG1	HEK293FT	-0.11434827577691	0.599210314378248
DRG2	HEK293FT	-0.0591243990343564	0.599408054801022
ZNF346	HEK293FT	-0.0723986374559255	0.599408054801022
ATIC	HEK293FT	-0.151562901940606	0.60127478073317
TMEM218	HEK293FT	-0.0864515607607082	0.601675934404069
NFE2	HEK293FT	-0.0893160546921376	0.60542505762218
SETD1A	HEK293FT	-0.0458640992105884	0.60542505762218
SLC31A1	HEK293FT	-0.0962094746665703	0.606567915347769
NDUFA10	HEK293FT	-0.0622827558140358	0.607044847600207
PARP4	HEK293FT	-0.068124202598996	0.607044847600207
ZNF697	HEK293FT	-0.0886024763314221	0.607044847600207
ZNF121	HEK293FT	-0.22977872336362	0.607836535606479
TELO2	HEK293FT	-0.119461301417306	0.609265271710732
E2F4	HEK293FT	-0.0789633073812066	0.626675713987551
PFKP	HEK293FT	-0.0730436430239949	0.626675713987551
TIMM23	HEK293FT	-0.178739045352664	0.62732545640547
RAB10	HEK293FT	-0.105255695546735	0.629617709506044
CBFB	HEK293FT	-0.0396027023227317	0.631741222243128
OLIG2	HEK293FT	-0.0908955378354865	0.632106082221943
GATAD2A	HEK293FT	-0.234515090322772	0.634148946853015
CDC25B	HEK293FT	-0.138403208714666	0.634601965426004
ATP6V0B	HEK293FT	-0.181571086745285	0.636146678735062
MEF2C	HEK293FT	-0.0503517312540818	0.636146678735062
EHMT2	HEK293FT	-0.0590952278441247	0.636991811947325
PRCP	HEK293FT	-0.114902173353421	0.636991811947325
SENP6	HEK293FT	-0.0904669646373366	0.639267754674578
KIF20A	HEK293FT	-0.0889435637614314	0.645363128716053
CRNKL1	HEK293FT	-0.193058699342102	0.647898767629963
TSN	HEK293FT	-0.093085012409523	0.647898767629963
CKB	HEK293FT	-0.14970515229438	0.648866157125225
KANSL2	HEK293FT	-0.0817922058873758	0.648866157125225
ZNF205	HEK293FT	-0.0883549168859978	0.654796561886934
ALG8	HEK293FT	-0.0759068653931891	0.655663282823413
ZMIZ2	HEK293FT	-0.0498787961731486	0.655663282823413
PLEKHM1	HEK293FT	-0.0640365984835257	0.661646800108786
CPAMD8	HEK293FT	-0.0262505921301886	0.662880449708264
GPATCH1	HEK293FT	-0.0795296989501598	0.6641161145759
ZNF34	HEK293FT	-0.0744771348837476	0.665353797484438
BOLA1	HEK293FT	-0.104632462118148	0.666593501209706
NOP14	HEK293FT	-0.177137985896509	0.671780408158029
C8orf37	HEK293FT	-0.0434357246571973	0.672298604313388
TCF23	HEK293FT	-0.064445929676847	0.673549412092941
ATRAID	HEK293FT	-0.102695676545301	0.676422188212951
GTF3C5	HEK293FT	-0.0616945036367767	0.677314078842135
LRRFIP1	HEK293FT	-0.061475504940324	0.677314078842135
ISCA1	HEK293FT	-0.10476550093718	0.678573058234464
CCDC101	HEK293FT	-0.0380457572638914	0.67983408754207
TP53	HEK293FT	-0.0906656860323171	0.68036441307297
ZNF367	HEK293FT	-0.0342526988790343	0.68036441307297
ZNF774	HEK293FT	-0.0387245789371796	0.68036441307297
CTCF	HEK293FT	-0.11024956013592	0.681537012525119
HIST1H1A	HEK293FT	-0.077949055003102	0.682293065599543
HIST1H2BK	HEK293FT	-0.235252221322278	0.682293065599543
RPUSD4	HEK293FT	-0.108250152008886	0.682293065599543
IMMP2L	HEK293FT	-0.0655618101938865	0.683062570487547
TRMT10A	HEK293FT	-0.0928637037698001	0.683062570487547
ITGB5	HEK293FT	-0.0775266507395581	0.684331469083211
OTUD5	HEK293FT	-0.187381290620818	0.688172700468235
COASY	HEK293FT	-0.142707742212373	0.688518948461598
ABCF1	HEK293FT	-0.170748068119197	0.689427730634272
FOXF2	HEK293FT	-0.0390258509563719	0.689427730634272
TSFM	HEK293FT	-0.153697720122616	0.690529254836282
TIMM13	HEK293FT	-0.100471032633886	0.69180908992546
TMEM177	HEK293FT	-0.0801805854395176	0.69180908992546
TOP1	HEK293FT	-0.101338805859773	0.69692389569798
ADRM1	HEK293FT	-0.1054988540706	0.697506241409768
ZNF510	HEK293FT	-0.091635102807467	0.697535609711058
ZBTB1	HEK293FT	-0.0565133064013606	0.700092832652386
SMAD3	HEK293FT	-0.0916950771698178	0.704363127522718
TAF12	HEK293FT	-0.0647492340637705	0.704363127522718
ZBTB40	HEK293FT	-0.083709887957021	0.707347784647653
LARP1B	HEK293FT	-0.105156266148431	0.707737772075312
FOXI2	HEK293FT	-0.062180596556633	0.707903064899563
UNC119	HEK293FT	-0.130775040998358	0.707903064899563
STK25	HEK293FT	-0.125789202973673	0.708344022682166
SIN3A	HEK293FT	-0.119026993263172	0.710523371772348
NUP35	HEK293FT	-0.154334671173617	0.713152165142438
ZNF48	HEK293FT	-0.061208715691153	0.713152165142438
ATP6V1E1	HEK293FT	-0.0888863511037941	0.714091525049105
C12orf45	HEK293FT	-0.0388303683952331	0.714091525049105
EEF1E1	HEK293FT	-0.0999196176668659	0.715032419529533
SALL3	HEK293FT	-0.070231342046509	0.715032419529533
MRPL32	HEK293FT	-0.115616294108907	0.717525865006658
ETV1	HEK293FT	-0.0359637940153447	0.717676259808661
TXNDC9	HEK293FT	-0.0935695225310941	0.719001385211183
GNPNAT1	HEK293FT	-0.0600886630679015	0.719894421793411
PPP1R7	HEK293FT	-0.093082510141216	0.721277640388568
SECISBP2L	HEK293FT	-0.020948376889312	0.721277640388568
SHPRH	HEK293FT	-0.0842887366070608	0.724323323144855
PPARGC1A	HEK293FT	-0.0594353909225653	0.724514608450839
SKP1	HEK293FT	-0.182764398747723	0.724514608450839
SNAPIN	HEK293FT	0.00188707477682553	0.724514608450839
ZCCHC9	HEK293FT	-0.130299026640744	0.724514608450839
DCAF11	HEK293FT	-0.0711134538228283	0.725851114042583
CLSPN	HEK293FT	-0.237669368739393	0.736002990999936
CHD1	HEK293FT	-0.216737283490199	0.744052435604737
TMED2	HEK293FT	-0.0966139301426371	0.74556216957507
HMG20A	HEK293FT	-0.0632605067477203	0.746540068036295
POU2F1	HEK293FT	-0.0617141518472952	0.746540068036295
DCLRE1B	HEK293FT	-0.0935512967264592	0.751975899311104
SCML4	HEK293FT	-0.0645779805036617	0.754600796820661
CYFIP1	HEK293FT	-0.0957138560186373	0.75482362393184
TAF4	HEK293FT	-0.0758421352301746	0.757370320989565
DNAJC2	HEK293FT	-0.0359916920934265	0.759507318348145
KCTD15	HEK293FT	-0.0307962120226747	0.767332604360086
HMGCR	HEK293FT	-0.119765406201143	0.770801534202759
MRPL21	HEK293FT	-0.15884594877577	0.771952784228321
MTA2	HEK293FT	-0.056727549540022	0.772960426995314
SLC17A5	HEK293FT	-0.0521495259496378	0.772960426995314
ZNF131	HEK293FT	-0.182956859049733	0.773234591506314
PTPMT1	HEK293FT	-0.0603724841435749	0.775384010863674
UBL4A	HEK293FT	-0.0528712654700268	0.775384010863674
EAPP	HEK293FT	-0.0842254250518669	0.780142167549213
CDK2	HEK293FT	-0.0571312092197449	0.781469874396005
HOXD4	HEK293FT	-0.0687265651526413	0.781469874396005
GGNBP2	HEK293FT	-0.0984609973334031	0.784317491624237
PBX4	HEK293FT	-0.0647733328009541	0.785755247178831
VARS2	HEK293FT	-0.148453074849781	0.785755247178831
E2F2	HEK293FT	-0.0850776465736079	0.786848685521569
CHML	HEK293FT	-0.10802003203666	0.79006116271762
FOSB	HEK293FT	-0.0553850443427854	0.79006116271762
SPRTN	HEK293FT	-0.103678758490977	0.79127189339413
FOXP2	HEK293FT	-0.0734919011608089	0.792533012852669
KAT7	HEK293FT	-0.0608745960693933	0.792533012852669
BAP1	HEK293FT	-0.125673437868162	0.795645739999121
MORF4L2	HEK293FT	-0.0706310504462951	0.795645739999121
ZNF92	HEK293FT	-0.0323468803901835	0.796871744340978
SCRT1	HEK293FT	-0.0662240598691474	0.798322597067667
MRPS35	HEK293FT	-0.108369106058707	0.799775759393043
DPH5	HEK293FT	-0.0992015157914312	0.799881420043542
NSF	HEK293FT	-0.227023003729282	0.805497986188509
HMGA2	HEK293FT	-0.0281833572737775	0.807907932227047
ZSCAN29	HEK293FT	-0.0429796721537597	0.811264131985543
NKX2-2	HEK293FT	-0.0560670863464882	0.814213229892965
ZNF587	HEK293FT	-0.0994907861446872	0.814213229892965
GLRX3	HEK293FT	-0.15538310183472	0.815598777040405
SLC7A6OS	HEK293FT	-0.197038250991838	0.815598777040405
BTBD1	HEK293FT	-0.0449437451274106	0.816332713024147
RNASE9	HEK293FT	-0.0514365570275816	0.816332713024147
MAEA	HEK293FT	-0.0623458602817677	0.81778660172762
TMEM167A	HEK293FT	-0.0776256748050485	0.81778660172762
GTPBP10	HEK293FT	-0.13328731402148	0.820150030951897
ALDH5A1	HEK293FT	-0.0695027303446991	0.820364279150633
LDB1	HEK293FT	-0.104074680043529	0.821852458743942
APOBEC1	HEK293FT	-0.0556790146835052	0.823342997860343
ZNF845	HEK293FT	-0.110611085074806	0.8234409369369
RBFOX2	HEK293FT	-0.0413882407916865	0.826331167261748
VRK1	HEK293FT	-0.0730805563247178	0.830396104148374
ZNF211	HEK293FT	-0.0829669194985227	0.831255523075785
FUBP3	HEK293FT	-0.135236083779361	0.83137493426008
CCND3	HEK293FT	-0.0729152483541929	0.832335959124389
ID1	HEK293FT	-0.0662104116741045	0.835778615198355
MCU	HEK293FT	-0.0606294566923232	0.839233473824565
DMC1	HEK293FT	-0.0698327419596246	0.83962778890301
CADM4	HEK293FT	-0.0673239314932402	0.851638742007187
MTA1	HEK293FT	-0.0734348925024541	0.851638742007187
CTC1	HEK293FT	-0.29220808296717	0.853355271851824
FNIP2	HEK293FT	-0.109196662355374	0.853355271851824
SP5	HEK293FT	-0.0848889836977548	0.853355271851824
TAF6L	HEK293FT	-0.0410652766832681	0.853846821966255
ZNF75A	HEK293FT	-0.0375990894130433	0.857365521753383
EIF2D	HEK293FT	-0.0802504314565204	0.872891535022916
SKIV2L	HEK293FT	-0.115716697028028	0.875537203185088
TDRD1	HEK293FT	-0.0371692012965674	0.876033273320178
GTF2B	HEK293FT	-0.051999019956626	0.883239931723544
PLBD2	HEK293FT	-0.0280025206247396	0.883239931723544
SFT2D1	HEK293FT	-0.047638554052935	0.88437800890073
SNRNP25	HEK293FT	-0.09612006300975	0.88437800890073
ZNF555	HEK293FT	-0.0501323388795671	0.88596555691616
GTF3C6	HEK293FT	-0.100384702995486	0.886940828656168
SP2	HEK293FT	-0.0658448379556767	0.886940828656168
DOLK	HEK293FT	-0.0456174111801464	0.890743156229239
PARN	HEK293FT	-0.0769263255019004	0.892340685394721
IFI27L1	HEK293FT	-0.0659874967727401	0.893940718085635
AFF2	HEK293FT	-0.0508361158632896	0.894191154044624
EIF4G3	HEK293FT	-0.081373704073215	0.894191154044624
PBRM1	HEK293FT	-0.0836801845488788	0.894191154044624
PUS10	HEK293FT	-0.0257724903908077	0.894191154044624
GCSH	HEK293FT	-0.0361356130315272	0.894894165780512
ICT1	HEK293FT	-0.0918640457782617	0.894894165780512
ZNF470	HEK293FT	-0.0728033370411623	0.894894165780512
CELF2	HEK293FT	-0.0170196526782216	0.900619466419635
TRAPPC3	HEK293FT	-0.064329699228513	0.902232839588631
NDC1	HEK293FT	-0.234361439271989	0.904006315964461
CCDC59	HEK293FT	-0.0951031860109627	0.90501329500218
DDHD2	HEK293FT	-0.0878069507172008	0.90501329500218
TFB2M	HEK293FT	-0.042351487043274	0.905726126229889
TRIM61	HEK293FT	-0.0535066376917318	0.905726126229889
ZNF823	HEK293FT	-0.0665927988777707	0.905726126229889
THAP1	HEK293FT	-0.0512453624117613	0.907347862915004
HMBOX1	HEK293FT	-0.0494914949151438	0.912684188150958
ZNF567	HEK293FT	-0.0883753001100998	0.912684188150958
TRAM1	HEK293FT	-0.0650896909001008	0.915741262574771
MYSM1	HEK293FT	-0.0390267479753898	0.915951713921955
ARL6IP4	HEK293FT	-0.0407249047273817	0.92087216106325
RHOA	HEK293FT	-0.0581345079683708	0.92087216106325
ZNF616	HEK293FT	-0.0897714821850347	0.92087216106325
CHD7	HEK293FT	-0.0679415571971585	0.922517432472587
FGFR1OP	HEK293FT	-0.0400576134691686	0.923705258091771
MCRS1	HEK293FT	-0.0623907278236615	0.923705258091771
NCOA4	HEK293FT	-0.103616500186543	0.925746932895598
UFM1	HEK293FT	-0.071993079766784	0.929124219711817
EAF1	HEK293FT	-0.125425099249718	0.930319973125487
TTF1	HEK293FT	-0.072891694493763	0.930319973125487
RBMX	HEK293FT	-0.234958184066009	0.93215973189322
IGHMBP2	HEK293FT	-0.107638243926575	0.935664895421829
SPEN	HEK293FT	-0.204735499790556	0.947258888727178
HMGA1	HEK293FT	-0.0706382640111003	0.955405348584917
NT5C2	HEK293FT	-0.0259073753170242	0.955405348584917
TAF5	HEK293FT	-0.0127777860256716	0.955405348584917
ZNF117	HEK293FT	-0.0583889933171781	0.957103600812473
SATB2	HEK293FT	-0.0477761622596792	0.958804488686575
DDX52	HEK293FT	-0.0979877344789301	0.964876435840677
CCNG1	HEK293FT	-0.0705546704638462	0.967826286360274
CSTF2T	HEK293FT	-0.104748801174335	0.967826286360274
TXN2	HEK293FT	-0.059259580302635	0.967826286360274
ZNF263	HEK293FT	-0.0252405561025689	0.969543672110008
PKD1	HEK293FT	-0.125440132564311	0.971263718386103
ZCCHC2	HEK293FT	-0.0598663406842542	0.972986428656785
AGO3	HEK293FT	-0.092119569458221	0.974231652794725
MSX1	HEK293FT	-0.0768854258975694	0.974231652794725
CENPP	HEK293FT	-0.134559068884774	0.976453019386563
AARS2	HEK293FT	-0.0724835933890675	0.978940455107779
AHCYL1	HEK293FT	-0.193459954907873	0.978940455107779
